"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 06:50:30 GMT 2024","Thu May 23 06:50:43 GMT 2024","12994","","","","TestRailTests","DeleteTestProject","DeleteTestProject",""
"passed","Thu May 23 06:50:10 GMT 2024","Thu May 23 06:50:30 GMT 2024","19527","","","","TestRailTests","CreateTestProject","CreateTestProject",""
