"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu May 23 06:10:02 GMT 2024","Thu May 23 06:10:02 GMT 2024","789","","","","TestRailTests","CreateTestProject","CreateTestProject",""
"broken","Thu May 23 06:10:03 GMT 2024","Thu May 23 06:10:03 GMT 2024","77","","","","TestRailTests","DeleteTestProject","DeleteTestProject",""
