"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 06:44:36 GMT 2024","Thu May 23 06:44:40 GMT 2024","4607","","","","TestRailTests","CreateTestProject","CreateTestProject",""
"passed","Thu May 23 06:44:40 GMT 2024","Thu May 23 06:44:54 GMT 2024","13579","","","","TestRailTests","DeleteTestProject","DeleteTestProject",""
