"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 23 06:41:25 GMT 2024","Thu May 23 06:41:28 GMT 2024","2899","","","","WindowTests","OpenNewWindow","OpenNewWindow",""
"passed","Thu May 23 06:41:28 GMT 2024","Thu May 23 06:41:29 GMT 2024","1283","","","","WindowTests","OpenNewWindowAndCLoseIt","OpenNewWindowAndCLoseIt",""
